ley_de_descanso_dominical	1	Gracias a la Ley de descanso dominical España avanzó en favor de los derechos de los trabajadores	n	spa-30-06538105-n
constitución	2	La flexibilidad de la jornada laboral de los funcionarios es un derecho protegido por la Constitución	n	spa-30-06533648-n
ley_natural	1	La ley natural configura el comportamiento del individuo en las relaciones sociales	n	spa-30-05870916-n
ley_divina	1	El cumplimiento a la Ley divina implica sacrificios	n	spa-30-05871140-n
principio	6	Los principios de la democracia	n	spa-30-05872477-n
dictado	2	El dictado de la razón	n	spa-30-05871245-n
principio_fundamental	1	La autodeterminación es un principio fundamental de los derechos humanos	n	spa-30-05871362-n
rudimento	2	Llegó a dominar solamente los rudimentos de la geometría	n	spa-30-05872742-n
lógica	3	La lógica económica	n	spa-30-05871618-n
principio_del_placer	1	El principio del placer es un principio que rige el funcionamiento mental	n	spa-30-05871792-n
principio_de_realidad	1	El principio de realidad de Freud	n	spa-30-05872098-n
insurrección	2	Apoyaron a la insurrección antisoviética en Hungría	n	spa-30-05872362-n
conservación	3	La ley de la conservación de la energía	n	spa-30-06104073-n
conservación_de_la_carga	1	La ley de conservación de la carga eléctrica	n	spa-30-06104372-n
primera_ley_de_la_termodinámica1	1	En la primera ley de la termodinámica se enuncia el principio de conservación de la energía en el universo	n	spa-30-06104578-n
ley	5	Las leyes de la termodinámica	n	spa-30-05872982-n
jurisprudencia	2	La sentencia sienta jurisprudencia	n	spa-30-06161718-n
humanidades	1	Estudia en la facultad de humanidades	n	spa-30-06153846-n
filosofía	2	La filosofía de la ciencia	n	spa-30-06158346-n
derecho_contractual	1	Los principios del derecho contractual europeo	n	spa-30-06162042-n
derecho_empresarial	1	Se especializó en derecho empresarial	n	spa-30-06162223-n
derecho_matrimonial	1	El derecho matrimonial español	n	spa-30-06162377-n
agente_causal	1	El agente causal de la reacción	n	spa-30-00007347-n
persona	1	Una persona no podía hacerlo todo	n	spa-30-00007846-n
adulto	1	Es un adulto con mucha experiencia	n	spa-30-09605289-n
profesional	1	Es un profesional de la cocina	n	spa-30-10480253-n
abogado	1	Es un abogado tributario	n	spa-30-10249950-n
abogado_defensor	2	El abogado defensor del imputado	n	spa-30-09775663-n
procurador	2	El procurador declaró ante el juez	n	spa-30-10728361-n
abogado_de_oficio	1	El imputado tiene derecho a tener un abogado de oficio	n	spa-30-10490557-n
fiscal	1	El fiscal presentó una acusación grave contra la empresa	n	spa-30-10484858-n
abogado_divorcista	1	Para el divorcio llamaron a un abogado divorcista	n	spa-30-10020670-n
abogado_defensor	1	El abogado defensor les interrogó para refutar la acusación	n	spa-30-10000158-n
procónsul	2	El procónsul de Roma en Lusitania	n	spa-30-10478462-n
funcionario	2	Mi padre es funcionario en el Ministerio de Trabajo e Inmigración	n	spa-30-10372373-n
agente_de_libertad_vigilada	1	Está bajo la supervisión de un agente de libertad vigilada	n	spa-30-10477839-n
notario	1	El notario dio fé pública del acto	n	spa-30-10363149-n
cuestor	1	El cuestor recaudaba el erario público	n	spa-30-10497775-n
secretario_del_ayuntamiento	1	El secretario del Ayuntamiento de Zaragoza	n	spa-30-10719036-n
ujier	1	El ujier deja pasar los diputados	n	spa-30-10742111-n
presidente_de_la_mesa_electoral	1	En las próximas elecciones seré presidente de la mesa electoral	n	spa-30-10525878-n
escrutador	2	El escrutador revisa los votos	n	spa-30-10699099-n
regulador	2	Es el regulador de la actividad financiera	n	spa-30-10517826-n
registrador	1	El registrador de la propiedad	n	spa-30-10516874-n
juez_procesal	1	En la sesión del Congreso se clarificaron las funciones del juez procesal	n	spa-30-10728523-n
ponente	1	El ponente hizo la relación del primer asunto del día	n	spa-30-10507565-n
visir	1	El visir Almanzol	n	spa-30-10758445-n
juez	1	El juez leyó la sentencia	n	spa-30-10225219-n
Sansón	1	Sansón tuvo un mandato de veinte años	n	spa-30-11279648-n
cadí	1	El soberano nombra al cadí	n	spa-30-10497135-n
pretor	1	El pretor administraba la justícia	n	spa-30-10463028-n
juez_de_paz	2	Es una cuestión de competencia del juez de paz	n	spa-30-10280945-n
juez_de_paz	1	El juez de paz de Sitges	n	spa-30-10228468-n
dux	1	El Palacio Ducal de Venecia era la sede del dux de la república de Venecia	n	spa-30-10023264-n
Presidente_del_Tribunal_Supremo	1	El Consejo General del Poder Judicial nombra al Presidente del Tribunal Supremo	n	spa-30-09916788-n
inquisidor	2	El inquisidor Domingo De Guzmán	n	spa-30-10208432-n
gran_inquisidor	1	El gran inquisidor tenía jurisdicción sobre los tribunales locales de los virreinatos	n	spa-30-10142537-n
diplomático	1	La declaración del diplomático fue decisiva	n	spa-30-10013927-n
embajador	1	El embajador de Argentina en España	n	spa-30-09787534-n
encargado_de_negocios	1	El encargado de negocios de Sudáfrica en Estados Unidos	n	spa-30-09909929-n
cónsul	1	El cónsul de Italia en Madrid	n	spa-30-09959797-n
ministro_plenipotenciario	1	Ejerce de ministro plenipotenciario de Perú	n	spa-30-10061043-n
alto_comisario	1	El alto comisario de España en Marruecos	n	spa-30-10174445-n
internuncio	1	El Papa ha nombrado al nuevo internuncio en Japón	n	spa-30-10212338-n
ministro_diplomático	1	El ministro diplomático evitó el conflicto	n	spa-30-10320695-n
nuncio_apostólico	1	El nuncio apostólico en España y Andorra	n	spa-30-10368113-n
persona_grata	1	Fue declarado persona grata en España	n	spa-30-10417843-n
persona_non_grata	2	Marruecos califica de persona non grata al diplomático	n	spa-30-10417969-n
plenipotenciario	1	Fue designado plenipotenciario en República Dominicana	n	spa-30-10441962-n
censor	1	El censor de la prensa escrita	n	spa-30-09903639-n
procurador	1	A través del procurador Roma percibe diferentes tipos de impuestos	n	spa-30-10479135-n
Poncio_Pilato	1	El procurador romano Poncio Pilato	n	spa-30-11235112-n
tasador	1	El tasador de inmuebles	n	spa-30-10692883-n
recaudador_de_impuestos	1	El municipio es el recaudador del impuesto inmobiliario	n	spa-30-10693052-n
alguacil	2	El denunciado sólo debe abonar los gastos del Alguacil del tribunal	n	spa-30-09833111-n
oficial	1	Visita oficial	a	spa-30-01632537-a
oficial	4	Los privilegios oficiales	a	spa-30-02991463-a
oficial	3	El Ministerio ha emitido un certificado oficial	a	spa-30-01634736-a
oficial	5	La iglesia oficial china	a	spa-30-01636363-a
prescrito	4	El orden prescrito por la ley	a	spa-30-01959918-a
presidencial	1	La candidatura presidencial	a	spa-30-02984104-a
presidencial	2	El despacho presidencial	a	spa-30-00753504-a
nacional	4	El gobierno nacional	a	spa-30-01105840-a
federal	2	La ley federal	a	spa-30-02725829-a
legal	1	Los tipos de interés legal	a	spa-30-01400562-a
judicial	1	Una decisión judicial	a	spa-30-01400961-a
jurídico	3	Un acto jurídico	a	spa-30-01401105-a
legítimo	1	Un gobierno legítimo	a	spa-30-01401224-a
sancionado	1	Una ley sancionada por el jefe de Estado	a	spa-30-01401413-a
sub_iúdice	1	Es una cuestión sub iúdice	a	spa-30-01401734-a
jurisprudencial	1	La delimitación jurisprudencial del contrato	a	spa-30-02754096-a
válido	1	El contrato es válido	a	spa-30-02498708-a
jurídico	1	La traducción jurídica	a	spa-30-02754197-a
vinculante	1	Es una norma vinculante	a	spa-30-02499036-a
lógico	2	Es una conclusión lógica	a	spa-30-02499301-a
razonado	3	Un argumento razonado	a	spa-30-02499511-a
validado	1	Un método analítico validado	a	spa-30-02499643-a
válido	3	El billete es válido todavía	a	spa-30-00938659-a
condenable	1	Un acto de violencia condenable	a	spa-30-02035765-a
injusto	1	Sus acciones son injustas	a	spa-30-02035337-a
inaceptable	4	La oposición señala que es una medida inaceptable	a	spa-30-00018850-a
inadmisible	1	Es una falta de respeto inadmisible	a	spa-30-00018584-a
censurable	3	Es un comportamiento censurable	a	spa-30-01321529-a
culpable	1	Culpable de homicidio	a	spa-30-01320988-a
constitucional	2	El síndrome constitucional	a	spa-30-02702332-a
constitucional	1	La libertad de expresión como derecho constitucional	a	spa-30-00179925-a
inherente	1	Tiene un riesgo inherente	a	spa-30-01348528-a
intrínseco	2	Una propiedad intrínseca de la materia	a	spa-30-01348258-a
orgánico	2	La estructura orgánica del Ministerio	a	spa-30-00901345-a
legislativo	1	El órgano legislativo	a	spa-30-02829565-a
legislativo	2	La propuesta legislativa	a	spa-30-02829422-a
político	1	El discurso político	a	spa-30-01814385-a
gubernamental	1	La política gubernamental	a	spa-30-01814711-a
político	2	La opinión política	a	spa-30-02857407-a
político	3	La carrera política	a	spa-30-02857587-a
marital	1	La licencia marital	a	spa-30-02852920-a
corporativo	2	La comunicación corporativa	a	spa-30-02984781-a
colectivo	1	Un colectivo cultural	a	spa-30-02112701-a
conjunto	2	Emprendieron una acción conjunta	a	spa-30-02111684-a
corporativo	2	El organismo corporativo encargado de promover los intereses comerciales	a	spa-30-01670669-a
organizado	1	El crimen organizado transnacional	a	spa-30-01670221-a
profesional	2	La formación profesional	a	spa-30-01868724-a
pagado	2	Un actor pagado	a	spa-30-01869126-a
profesional	6	La organización profesional de autónomos	a	spa-30-02839695-a
profesional	3	La ética profesional	a	spa-30-01870100-a
profesional	4	Necesitamos un asesoramiento profesional	a	spa-30-02839505-a
judicial	3	La carrera judicial	a	spa-30-02753205-a
judicial	2	El sistema judicial	a	spa-30-02752987-a
sagaz	7	La palabras sagaces del juez	a	spa-30-00650135-a
crítico	2	Una lectura crítica de los hechos	a	spa-30-00649586-a
parlamentario	1	La reforma parlamentaria	a	spa-30-02774411-a
parlamentario	2	Un gobierno parlamentario	a	spa-30-00715830-a
democrático	1	El gobierno democrático	a	spa-30-00715140-a
parlamentario	3	La ley parlamentaria	a	spa-30-00716056-a
organización	1	La Organización Mundial del Comericio se ocupa de las normas que rigen el comercio entre los países	n	spa-30-08008335-n
gobierno	1	El gobierno presentó la reforma fiscal	n	spa-30-08050678-n
estado_autoritario	1	El imperio hispánico de Felipe II fue un estado autoritario	n	spa-30-08051384-n
régimen_totalitario	1	El fascismo fue una forma de régimen totalitario	n	spa-30-08226127-n
gobierno_estatal	1	California es un gobierno estatal de los Estados Unidos	n	spa-30-08226018-n
estado	5	El Estado español	n	spa-30-08178547-n
sóviet	1	El primer soviet fue creado por Lev Trotski	n	spa-30-08053407-n
estado_del_bienestar	1	El estado del bienestar empieza a desarrollarse a partir del año 1945	n	spa-30-08178085-n
gobierno_títere	1	El primer gobierno títere de la Europa moderna fue la República Bátava	n	spa-30-08178321-n
papado	1	El papado de Benedicto XVI	n	spa-30-08053260-n
palacio	2	El palacio decidió su liberación	n	spa-30-08053121-n
gobierno_militar	1	El gobierno militar argentino	n	spa-30-08053003-n
gobierno_local	1	El ayuntamiento es la sede del gobierno local de una ciudad	n	spa-30-08052874-n
grupo_social	1	El grupo social de las mujeres inmigrantes	n	spa-30-07950920-n
asamblea	2	La asamblea de cineastas	n	spa-30-08163792-n
órgano_legislador	1	El órgano legislador español	n	spa-30-08163273-n
sistema_político	1	El sistema político de la Unión Europea	n	spa-30-08367880-n
autocracia	2	Hay manifestaciones en contra de la autocracia	n	spa-30-08361001-n
monarquía_parlamentaria	1	La monarquía parlamentaria española	n	spa-30-08364044-n
monarquía	1	La monarquía inglesa de los Tudor	n	spa-30-08363812-n
reino	5	El Reino Unido de Gran Bretaña e Irlanda del Norte	n	spa-30-08405603-n
imperio	5	El imperio romano	n	spa-30-08405723-n
totalitarismo	1	La medida tomada por el gobierno es una expresión de totalitarismo	n	spa-30-08440630-n
estado_policial	1	La oposición denuncia el estado policial	n	spa-30-08441039-n
tecnocracia	1	Es un prejuicio hacia la política en beneficio de la tecnocracia económica	n	spa-30-08363106-n
república	3	La república italiana	n	spa-30-08362917-n
plutocracia	1	Convocaron una huelga para protestar contra la plutocracia	n	spa-30-08362775-n
oligarquía	1	La casta dirigente se ha convertido en una oligarquía	n	spa-30-08362455-n
oclocracia	1	Según Aristóteles la oclocracia es una de las formas de degeneración de la democracia	n	spa-30-08362302-n
hegemonía	1	El estado ha consolidado su hegemonía sobre los otros	n	spa-30-08361924-n
ginecocracia	1	Con el monopolio del poder político, las mujeres tenían una ginecocracia	n	spa-30-08361817-n
gerontocracia	1	La dirección de los partidos ostenta una gerontocracia contraria al cambio	n	spa-30-08361720-n
diarquía	1	Los sectores sociales reprochan a la diarquía gobernante	n	spa-30-08361612-n
democracia	1	Se está poniendo en marcha la transición a la democracia	n	spa-30-08361329-n
democracia_parlamentaria	1	La democracia parlamentaria es el sistema político común de la Unión Europea	n	spa-30-08363711-n
constitucionalismo	2	Los principios fundamentales del constitucionalismo	n	spa-30-08361172-n
hierocracia	1	La hierocracia se apoya sobre el teísmo	n	spa-30-08363622-n
contenido_mental	1	La meditación es un acto sin contenido mental	n	spa-30-05809192-n
área_de_conocimiento	1	La estética forma parte del área de conocimiento de la filosofía	n	spa-30-05999266-n
disciplina	1	La antropología es el la disciplina que estudia los seres humanos desde diversas perspectivas	n	spa-30-05996646-n
ciencias	1	La genética es la ciencia que estudia la herencia y de la variación en los seres vivos	n	spa-30-05999797-n
ciencias_sociales	1	En ciencias sociales se examina toda manifestación material e inmaterial de las sociedades e individuos	n	spa-30-06143154-n
ciencias_políticas	1	Las ciencias políticas nacieron en el siglo XX durante el periodo de la postguerra	n	spa-30-06148148-n
familia	2	Mi familia es numerosa, somos ocho hermanos	n	spa-30-07970406-n
pareja	3	Es una pareja de Salamanca	n	spa-30-07988857-n
cónyugues	1	Los cónyuges están casados desde hace 3 meses	n	spa-30-07989373-n
senado	1	El senado aprobó la ley	n	spa-30-08161477-n
cámara	5	Un sistema bicameral está compuesto por dos cámaras	n	spa-30-08163025-n
consejo_legislativo	1	El presidente palestino presenta al consejo legislativo el nuevo gobierno	n	spa-30-08163702-n
congreso	6	Inicia mañana la discusión del proyecto de ley en el congreso	n	spa-30-08318691-n
dieta	6	La dieta de Japón está dividida entre oposición y gobierno	n	spa-30-08318777-n
parlamento	1	El parlamento español	n	spa-30-08319198-n
tribunal	1	El tribunal investigará de oficio sobre la cuestión	n	spa-30-08329453-n
tribunal	3	La sentencia del tribunal considera la tasa no válida	n	spa-30-03649459-n
tribunal_militar	1	El tribunal militar juzgará por traición a siete militares	n	spa-30-08334087-n
tribunal_superior	1	El tribunal superior da por bueno el plan urbanístico de la ciudad	n	spa-30-08335751-n
tribunal_de_menores	1	El tribunal de menores prohibió al diario publicar las fotos del niño	n	spa-30-08333868-n
organización_mundial	1	Nace la organización mundial de ciudades	n	spa-30-08294696-n
jerarquía	2	La jerarquía militar soviética	n	spa-30-08376051-n
unión	1	La unión política entre los dos países es una idea que divide a los ciudadanos	n	spa-30-08304895-n
federación	1	La crisis ha demostrado que los tiempos están maduros para transformar la unión en una federación política	n	spa-30-08303275-n
liga	4	La liga de Estados Árabes	n	spa-30-08305114-n
unión_aduanera	1	MERCOSUR es una unión aduanera creada en 1991	n	spa-30-08305568-n
cuerpo_administrativo	1	Se convocan 1.000 plazas para el cuerpo administrativo	n	spa-30-08077292-n
oficina_de_empleo	1	Se forman largas colas de usuarios en el exterior de la oficina de empleo	n	spa-30-08354523-n
agencia_meteorológica	1	La agencia meteorológica ha activado la alerta amarilla por nieve	n	spa-30-08353734-n
agencia	1	La Agencia Tributaria	n	spa-30-08337324-n
comité	1	El candidato tiene el respaldo del comité local del partido	n	spa-30-08324514-n
secretaría	2	La Secretaría de las Naciones Unidas	n	spa-30-08324274-n
consejo	4	El consejo escolar	n	spa-30-08310949-n
departamento	3	La consejera explicó que su departamento ha asumido el servicio de teleasistencia	n	spa-30-08220714-n
autoridad_local	1	La autoridad local rechazó la petición del 7 de agosto	n	spa-30-08482577-n
Agencia_Tributaria	1	La Agencia Tributaria controlará también la importación de productos procedentes de Asia	n	spa-30-08143321-n
órgano	2	El Consejo Superior de Investigaciones Científicas es un órgano del gobierno	n	spa-30-08349350-n
agencia_ejecutiva	1	En el informe de la agencia ejecutiva del ayuntamiento se declaran los gastos del año pasado	n	spa-30-08123696-n
comisión_electoral	1	La comisión electoral iraquí niega el nuevo recuento	n	spa-30-08325124-n
consejo	1	El consejo que supervisa los medios de comunicación iraníes ha suspendido la salida de una publicación	n	spa-30-08322981-n
encargo	2	La comisión fue un encargo del Ministerio de Cultura	n	spa-30-01140471-n
mandato	9	El presidente arranca su mandato con un equipo económico continuista	n	spa-30-01140658-n
delegación	2	Una delegación del gobierno viaja a China en busca de inversiones	n	spa-30-08402442-n
misión_diplomática	1	El gobierno enviarà una misión diplomática urgente a África	n	spa-30-08402693-n
embajada	4	Un ambaixador i el seu seguici en el seu conjunt	n	spa-30-08402828-n
encargo	4	El Supremo da encargo al sustituto del juez	n	spa-30-07169480-n
consumación	1	El hombre fue procesado por el asesinato consumado en su piso	n	spa-30-00773235-n
ayuntamiento	2	El ayuntamento se negó a las reformas de la plaza	n	spa-30-08225736-n
compañía	1	La compañía del gas ha aumentado las tarifas	n	spa-30-08058098-n
compañía_de_radiotelevisión	1	La compañía de radiotelevisión gallega suspende el debate de los candidatos	n	spa-30-08002015-n
sociedad_anónima	1	Una sociedad anónima gestionará la sede del festival de cine	n	spa-30-08185211-n
holding	1	Se ha constituido un holding vasco en el sector de electrodomésticos	n	spa-30-08185369-n
servicio	5	El servicio de correos no funciona muy bien	n	spa-30-08186047-n
empresa_comercial	1	La empresa comercial ha suspendido los pagos	n	spa-30-08065093-n
cooperativa	1	Mi padre es socio de una cooperativa de viviendas	n	spa-30-01100877-n
contrato	1	El piloto amplía su contrato con la compañía hasta 2016	n	spa-30-06520944-n
contrato_de_adhesión	1	El contrato de suministro de energía eléctrica es un contrato de adhesión	n	spa-30-06521878-n
contrato_de_servicios	1	Los servicios de encuestas de la opinión pública están regulados por un contrato de servicios	n	spa-30-06524454-n
subcontrato	1	La empresa hizo un subcontrato a otra para llevar a cabo la tarea	n	spa-30-06524767-n
sociedad	5	Una sociedad se realiza a través de un contrato de sociedad	n	spa-30-06526291-n
concesión	2	Tiene la concesión para vender churros en el estadio	n	spa-30-06526619-n
franquicia	1	La cadena de óptica abrirá 100 nuevas tiendas en régimen de franquicia	n	spa-30-06526811-n
convenio_colectivo	1	En el marzo de 1999 se publica en el BOE el primer convenio colectivo de los controladores aéreos españoles	n	spa-30-06526961-n
contrato_de_trabajo	1	Cuatro de cada diez jóvenes asalariados tienen un contrato de trabajo eventual	n	spa-30-06527320-n
contrato_de_distribución	1	La empresa de teléfonos está negociando un contrato de distribución del nuevo móbil	n	spa-30-06527447-n
licencia	5	El fabricante ha concedido la licencia de su producto a otra empresa	n	spa-30-06527576-n
contrato_de_fusión	1	Las dos compañías aéreas han firmado el contrato de fusión	n	spa-30-06527710-n
contrato_de_suministro	1	Francia pacta un contrato de suministro de gas con Rusia	n	spa-30-06524111-n
contrato_aleatorio	1	El contrato de seguro es un contrato aleatorio	n	spa-30-06522119-n
contrato_bilateral	1	El contrato de compraventa es un contrato bilateral	n	spa-30-06522357-n
carta_de_flete	1	La empresa de transporte no cumplió con la carta de flete	n	spa-30-06522501-n
contrato_condicional	1	La empresa constructora firmó un contrato condicional para vender sus motores	n	spa-30-06522633-n
contrato_de_juego_y_apuesta	1	El contrato de juego y apuesta está regulado por el Código Civil	n	spa-30-06522941-n
contrato_de_arrendamiento	1	A partir del día en el que firme el contrato de arrendamiento, podré entrar a mi nueva casa	n	spa-30-06523132-n
póliza	1	Siempre hay que leer los artículos en letra pequeña de la póliza	n	spa-30-06523641-n
póliza_flotante	1	El museo ha firmado una póliza flotante que cubre el valor de las obras de arte	n	spa-30-06526124-n
contrato_de_compraventa	2	Mis padres firmaron el contrato de compraventa del piso	n	spa-30-06523842-n
cuasicontrato	1	La aceptación de la herencia de mi abuelo constituye un cuasicontrato	n	spa-30-06523969-n
contrato_de_aprendizaje	1	Mi primer trabajo fue a través de un contrato de aprendizaje	n	spa-30-06772837-n
título	8	Tuvo varios títulos de valor	n	spa-30-13416345-n
título_del_estado	1	Los títulos del estado tendrán rentabilidad atractiva para el pequeño ahorro	n	spa-30-13340080-n
 	0	 	n	spa-30-13419535-n
valor_cotizado	1	Las empresas emisoras de cualquier valor cotizado tendrán la obligación de presentar informes al gobierno	n	spa-30-13420900-n
título_convertible	1	El banco admite el alto riesgo de sus títulos convertibles	n	spa-30-13419325-n
título_cupón_cero	1	En los títulos cupón cero la duración coincide con el plazo residual del título	n	spa-30-13418823-n
bono_cupón_cero	1	El bono cupón cero te asegura el capital garantizado	n	spa-30-13341052-n
bono	1	El Banco Central Europeo ha intensificado la compra de bonos iralandeses para calmar las tensiones en los mercados	n	spa-30-13417410-n
empréstito_de_obligaciones	1	La emisión de un empréstito de obligaciones lleva de la mano una serie de gastos de emisión	n	spa-30-13337471-n
obligación_simple	1	Si el precio del mercado se sitúa en niveles bajos, el precio de la obligación simple es mayor que el valor de conversión	n	spa-30-13339844-n
obligación_garantizada	1	La carga de la prueba del cumplimiento de la obligación garantizada incumbe el garante	n	spa-30-13339734-n
obligación_nominativa	1	La obligación nominativa de 6 mil euros fue suscrita por el Fondo de Garantía de Depósitos	n	spa-30-13339325-n
garantía_de_buen_fin	1	El vendedor requiere que el banco garantice al comprador a través de una garantía de buen fin	n	spa-30-13338960-n
bono_no_rescatable	1	La constructora mexicana lanzó un bono no rescatable hasta el quinto año	n	spa-30-13338780-n
bono_municipal	1	El concejal propuso sacar al mercado unos bonos municipales para refinanciar la deuda del ayuntamento	n	spa-30-13338657-n
bono_basura	1	El Banco Central Europeo acepta la deuda griega pese a su calificación de bono basura	n	spa-30-13338439-n
valor_del_estado	2	Los valores del Estado en manos del público aumentaron	n	spa-30-13338234-n
bono_de_ahorro	1	Rentabiliza tu dinero con los bonos de ahorro de los EE. UU.	n	spa-30-13340751-n
bono_con_cupó	1	El bono con cupón 3,60% con vencimiento 31 de enero de 2012 ha alcanzado un saldo en circulación suficiente	n	spa-30-13338066-n
obligación_societaria	1	La empresa de telecomunicaciones ha anunciado que emitirá sus obligaciones societarias	n	spa-30-13337770-n
bono_convertible	1	En España se distribuyen 24 fondos que invierten en bonos convertibles	n	spa-30-13337634-n
obligación_con_prima	1	Empieza la suscripción de las obligaciones con prima	n	spa-30-13418047-n
título_exento_de_impuestos	1	En términos del volumen global, el mercado de títulos exentos de impuestos estalló a mediados de la década de 1980	n	spa-30-13417289-n
certificado_de_acciones	1	La empresa falsificó el certificado de acciones para obtener beneficios que no le pertenecían	n	spa-30-13417071-n
acción	5	Las acciones de la empresa informática debutan en bolsa	n	spa-30-13342135-n
 	0	 	n	spa-30-13416897-n
título_nominativo	1	Si el título nominativo hubiera sido objeto de alguna transmisión, la entidad deudora deberá efectuar el pago al tenedor	n	spa-30-13340579-n
título_hipotecario	1	La Audiencia Provincial declaró la nulidad del título hipotecario	n	spa-30-13340244-n
valor_no_cotizado	1	La innovación pasa por permitir la inversión en valores no cotizados 	n	spa-30-13421095-n
acción_no_cotizada	1	En el caso de acciones no cotizadas en bolsa, la parte de ganancia patrimonial se calculará de manera proporcional	n	spa-30-13421286-n
letra_del_tesoro	1	La letra del tesoro, instrumento para financiar el déficit del Estado, es sometida a retención fiscal	n	spa-30-13394592-n
obligación_del_estado	1	La subasta de obligaciones del estado reafirma la baja de los tipos de interés a largo plazo	n	spa-30-13394792-n
bono_del_estado	1	Fuerte demanda de los primeros bonos del estado	n	spa-30-13394907-n
cesión	4	La modelo ha firmado un contrato de cesión de derechos de imagen	n	spa-30-06545528-n
escritura_fiduciaria	1	El formulario de solicitud debe ir acompañado de la escritura fiduciaria	n	spa-30-06546408-n
contrato_de_compraventa	1	El contrato de compraventa establece que la vivienda debe ser el domicilio habitual y permanente de la persona adjudicataria	n	spa-30-06546633-n
escritura_de_renuncia	1	En el fallo condenatorio se declara nula la escritura de renuncia al usufructo de la casa	n	spa-30-06546783-n
declaración_de_la_renta	1	Como cada año, ha llegado la época de hacer la declaración de la renta	n	spa-30-06548671-n
declaración_rectificatoria	1	Se establece que la declaración rectificatoria solo podrá ser presentada dentro del plazo de prescripción del tributo	n	spa-30-06548991-n
declaración_conjunta	1	El nuevo IRPF incentivará la declaración conjunta frente a la separada	n	spa-30-06549566-n
licencia	1	Arabia Saudí exige una licencia para crear una publicación en Internet	n	spa-30-06549661-n
licencia_de_construcción	1	El ayuntamiento deniega la licencia de construcción de una fábrica	n	spa-30-06550046-n
licencia_de_caza	1	Está previsto un examen previo para obtener licencia de caza	n	spa-30-06550552-n
licencia_de_pesca	1	En la última temporada las licencias de pesca se han incrementado	n	spa-30-06550381-n
permiso_de_conducción	1	Los aspirantes a obtener el permiso de conducción tendrán que someterse a exámenes teóricos y prácticos	n	spa-30-06550206-n
patente	2	España e Italia pierden la batalla del idioma en la patente europea	n	spa-30-06551627-n
sentencia	5	La Audiencia Nacional ha ractificado en su sentencia los términos del acuerdo	n	spa-30-06551784-n
