adequat	1	l'home adequat per a aquest treball	a	cat-30-00051045-a
administració	6	les coses van estar tranquil·les durant l'administració d'Eisenhower	n	cat-30-15266265-n
adverbial	1	Sintaxi adverbial	a	cat-30-02936235-a
afecte	3	sentia un gran afecte pels que eren menys afortunats	n	cat-30-07504841-n
afició	2	sempre ha tingut afició per a la lectura	n	cat-30-07497473-n
aficionat	3	són aficionats a anar a la biblioteca	n	cat-30-10677713-n
afinitat	1	va trobar una afinitat natural amb els immigrants	n	cat-30-13811410-n
agent	2	la investigació va descubrir nous agents de la malaltia	n	cat-30-09190918-n
agitació	2	l'agitació política va produir un nou líder	n	cat-30-13979503-n
aigua	1	va veure's tres gots d'aigua	n	cat-30-07935504-n
aigua	5	el mag va convocar l'aigua per desfer l'encanteri	n	cat-30-14847357-n
aire	2	va aturar la mà a l'aire	n	cat-30-08653314-n
aire	3	un aire de misteri	n	cat-30-04727214-n
aire	7	es va esfumar a l'aire	n	cat-30-14455847-n
ajuda	1	no podia caminar sense ajuda	n	cat-30-01207609-n
ajuntament	1	quedem davant de l'ajuntament?	n	cat-30-04461437-n
ajuntament	2	L'ajuntament es va negar a les reformes del nou mercat	n	cat-30-08225736-n
ajut	3	ajuts econòmics per a les àrees deprimides	n	cat-30-05154908-n
ajut	5	no ens va ésser d'ajut	n	cat-30-05149832-n
alba	1	ens vam llevar abans de l'alba	n	cat-30-15168790-n
albirament	1	es va informar de diversos albiraments de les tropes enemigues	n	cat-30-00880269-n
albor	2	les albors del món	n	cat-30-07326108-n
alcalde	1	l'alcalde va inagurar la nova escola	n	cat-30-10303814-n
alcaldia	1	el nou alcalde va assumir l'alcaldia amb il·lusió	n	cat-30-00595333-n
alè	1	l'alè agre d'aquell noi la va ofendre	n	cat-30-14841770-n
alegria	5	les flors van donar un aire d'alegria a l'habitació apagada	n	cat-30-04630689-n
alemany	1	les universitats alemanyes	a	cat-30-02957469-a
alerta	1	la desincronitazació del electroencefalograma era un signe d'alerta	n	cat-30-14036043-n
alliberament	3	hi va haver un alliberament sobtat d'oxígen	n	cat-30-13549672-n
alt	6	edificis alts	a	cat-30-01205473-a
alternativa	1	tens dues alternatives	n	cat-30-05790944-n
alumne	1	l'alumne va faltar a tres classes	n	cat-30-10665698-n
ambient	5	en aquesta feina es troba en el seu ambient	n	cat-30-13934465-n
àmbit	3	l'àmbit d'un reactor supersònic	n	cat-30-05125377-n
àmbit	4	és més enllà de l'àmbit d'aquest treball	n	cat-30-05127782-n
àmbit	5	estava indefens en un àmbit de la seva vida	n	cat-30-05853100-n
americà	1	l'hemisferi americà	a	cat-30-02927303-a
americà	2	l'anglès americà	a	cat-30-02927512-a
amic	1	és el meu millor amic de la universitat	n	cat-30-10112591-n
amiga	4	la Maria i la seva amiga han organitzat la festa	n	cat-30-10130877-n
amistat	2	tinc problemes per recordar el nom de totes les meves amistats	n	cat-30-09763784-n
amor	1	l'amor per la seva obra	n	cat-30-07543288-n
amor	3	el teatre va ser el seu primer amor	n	cat-30-05813229-n
amor	5	va ser el seu primer amor	n	cat-30-07488340-n
ancià	1	un mariner ancià	a	cat-30-01644847-a
ànim	2	li va alegrar l'ànim	n	cat-30-13985818-n
ànim	4	li van canviar els ànims	n	cat-30-04624826-n
ànsia	3	la seva ànsia de fama el va destruir	n	cat-30-14039179-n
anunci	7	hi ha un pòster que anuncia les atraccions que vindran	n	cat-30-06793426-n
any	1	és vídua des de fa un any	n	cat-30-15203791-n
any	2	em vaig casar l'any 2002	n	cat-30-15204297-n
aparell	6	els primers aparells anaven amb bateries d'acumuladors	n	cat-30-04176528-n
aparença	3	intentà donar a les seves accions una aparença d'autenticitat	n	cat-30-04677952-n
aparença	4	sota l'aparença d'amistat, ell els va trair	n	cat-30-04678908-n
aparença	5	en aquella família guarden molt les aparences	n	cat-30-00755277-n
aparició	2	no estàvem preparats per la aparició que vam veure	n	cat-30-09547111-n
aparició	3	una aparició fantasmal a la mitjanit	n	cat-30-05897553-n
aparició	4	el júnior va fer una breu aparició al final de la primera part	n	cat-30-00050195-n
aparició	6	s'esperava la seva aparició d'un moment a l'altre	n	cat-30-05939432-n
aplicació	1	era partidari de l'aplicació de les estadístiques al problema	n	cat-30-00949134-n
aplicador	2	va utilitzar el seu ganivet com aplicador	n	cat-30-04287986-n
apuntar	5	la Joana li apuntava la lliçó	v	cat-30-00877848-v
apuntar	6	apuntar la pistola	v	cat-30-01152214-v
apuntar	7	aquesta novel·la apunta els problemes racials a Anglaterra	v	cat-30-01014186-v
apuntar-se	1	apunta't a classes de ioga	v	cat-30-01097309-v
àrea	3	l'àmplia àrea de cuina proporcionava molt d'espai al servei	n	cat-30-02735688-n
àrea	4	les àrees d'interès inclouen	n	cat-30-05815517-n
àrea	6	l'àrea d'un rectangle	n	cat-30-05128519-n
argument	1	era un argument convincent que la seva hipòtesi era veritat	n	cat-30-06648724-n
argument	4	l'editor va afegir l'argument al poema	n	cat-30-06467680-n
arma	1	tenia llicència per dur armes	n	cat-30-04565375-n
arribada	2	esperaven la seva arribada	n	cat-30-00048374-n
art	3	era comprador d'art	n	cat-30-00933420-n
art	4	havia arribat a dominar l'art d'un gran artesà	n	cat-30-05638987-n
article	4	article de roba	n	cat-30-00022903-n
aspirant	1	l'aspirant al lloc de feina estava molt nerviós	n	cat-30-09607280-n
assistència	1	el grup de rescat van anar a prestar-li assistència	n	cat-30-01207609-n
assistència	3	no ens va prestar la seva assistència	n	cat-30-05149832-n
associació	2	tota l'associació omplia l'auditori	n	cat-30-07965085-n
assumpte	3	no és assumpte teu	n	cat-30-05671325-n
assumpte	4	ocupa't dels teus assumptes	n	cat-30-05833022-n
atac	5	l'oposició va llançar un atac contra el govern	n	cat-30-06711159-n
atac	9	va patir un atac d'epilèpsia	n	cat-30-14081375-n
atenció	2	no es necessita atenció mèdica	n	cat-30-00654885-n
atenció	3	va aconseguir no cridar l'atenció de la policia	n	cat-30-05703429-n
atenció	4	va intentar guanyar el seu cor amb moltes atencions	n	cat-30-01228645-n
atenció	5	ell era el centre d'atenció	n	cat-30-05853636-n
atur	1	l'atur és un problema social greu	n	cat-30-13968308-n
aturada	2	el jugador de la tercera base va fer unes aturades notables	n	cat-30-01076046-n
audiència	1	l'audiència va aplaudir	n	cat-30-08221897-n
audiència	2	el programa va tenir una audiència de milions de persones	n	cat-30-08222293-n
audiència	3	va demanar una audiència amb el rei	n	cat-30-07143624-n
audiència	4	el van condemnar sense donar-li audiència per explicar-se	n	cat-30-14484778-n
augment	1	aquest any hi ha hagut un augment en les taxes de propietat	n	cat-30-13754293-n
augment	5	va demanar un augment de sou	n	cat-30-05110185-n
augment	8	van demanar un augment del 10% de les taxes	n	cat-30-05110408-n
aurora	2	l'aurora de la civilització	n	cat-30-07326108-n
auspici	1	el torneig es va fer sota els auspicis de l'ajuntament	n	cat-30-01214863-n
autòcton	1	roques, gent y contes autòctons	a	cat-30-01036383-a
autor	1	Miguel de Cervantes és l'autor del "Quixot"	n	cat-30-10794014-n
autor	2	qui ha estat l'autor d'aquest desastre?	n	cat-30-10126177-n
autoritat	2	l'autoritat eclasiàtica es va pronunciar en contra	n	cat-30-09623038-n
autoritat	3	mai no vas pretendre exercir una autoritat rigorosa	n	cat-30-05196582-n
autoritat	6	és una autoritat en dret de societats	n	cat-30-09824361-n
avanç	1	se sentia l'avanç de les tropes enemigues	n	cat-30-07445265-n
avantatge	1	la seva experiència li donava ventatge per sobre meu	n	cat-30-05155821-n
avantatge	4	amb una avantatge d'una hora serà difícil atrapar-lo	n	cat-30-05157406-n
avantpassat	1	els nostres avantpassats van fer créixer el país	n	cat-30-10102800-n
avenç	1	l'avenç del coneixement	n	cat-30-00249501-n
banc	1	va anar a cobrar un taló al banc	n	cat-30-08420278-n
banc	2	la Creu Roja té un banc de sang per a emergències	n	cat-30-13368318-n
banc	3	el banc és a la cantonada de la Gran Via amb el Passeig	n	cat-30-02787772-n
banc	5	un gran banc de terra	n	cat-30-09213434-n
banc	6	passà un banc de petits peixos brillants	n	cat-30-07995453-n
banda	12	servei de banda	n	cat-30-08654029-n
banda	13	la desfilada va començar amb la banda militar	n	cat-30-08188235-n
banda	14	era un assumpte que d'una banda era trist, però per l'altra banda era una alegria	n	cat-30-05852973-n
banda	4	una banada tenia aterroritzat a tot el veïnat	n	cat-30-08244062-n
banda	5	es va depilar amb bandes de cera depilatòria	n	cat-30-04339291-n
banda	9	les bandes radiofòniques no arribaven a causa de la tempesta	n	cat-30-06260628-n
bany	6	cada matí es pren un bon bany	n	cat-30-00257770-n
bany	9	l'home anglès va dir que havia tingut un bon bany	n	cat-30-00442437-n
baralla	1	es va produir una batalla durant el partit d'hoquei	n	cat-30-01170962-n
barra	6	no em podia creure que tingués tanta barra	n	cat-30-04838210-n
barri	1	el barri va organitzar una xocolatada pels nens	n	cat-30-08537837-n
base	10	el 10 és la base del sistema decimal	n	cat-30-13597794-n
base	2	la base de l'argument era una conjectura	n	cat-30-05793554-n
base	3	la base de la làmpada	n	cat-30-02797692-n
base	4	estava construït sobre la base d'una roca sòlida	n	cat-30-03387016-n
base	5	es va aixecar per tornar a la base	n	cat-30-02797881-n
base	6	l'atac va destruir les nostres bases més avançades	n	cat-30-02798290-n
base	8	la base d'un triangle	n	cat-30-13897837-n
base	9	un tub ha de recolzar-se a la seva base	n	cat-30-02798574-n
batalla	1	Grant obtingué una victòria decisiva en la batalla de Chickamauga	n	cat-30-00953559-n
batalló	1	un batalló de formigues	n	cat-30-13775093-n
bé	1	va morir pel bé del seu poble	n	cat-30-05143077-n
bé	2	valora el bé per sobre del mal	n	cat-30-05142180-n
bé	3	pel seu propi bé va estudiar tota la nit	n	cat-30-05159725-n
bellesa	4	era la bellesa del ball	n	cat-30-09849012-n
ben_definits	1	Trets ben definits	a	cat-30-00779819-a
benefici	1	en benefici de la seguretat	n	cat-30-05143077-n
benefici	2	en benefici de tots	n	cat-30-05142641-n
benestar	4	una vida de benestar i facilitats	n	cat-30-14491889-n
boca	3	es va treure el pintallavis de la boca	n	cat-30-05301908-n
boca	5	van encendre un foc a la boca de la cova	n	cat-30-09362469-n
boig	4	està boig per esternar els esquís	a	cat-30-00919984-a
bossa	5	es va menjar una bossa grossa de crispetes	n	cat-30-13764639-n
braç	2	un braç de mar	n	cat-30-02737833-n
brillant	1	una habitació brillant i assolellada	a	cat-30-00278551-a
bronquial	1	Neumonia bronquial	a	cat-30-02948482-a
butlletí	2	la televisió espanyola va enviar un butlletí sobre l'atemptat terrorista	n	cat-30-06682290-n
butxaca	2	van estirar de les butxaques dels contribuents	n	cat-30-13356774-n
cadàver	1	van trobar el cadàver al llac	n	cat-30-05217859-n
caiguda	11	va ser un miracle que sobrevisqués a una caiguda des d'aquella altura	n	cat-30-07362386-n
caiguda	1	una caiguda en la venta d'automòbils	n	cat-30-13556509-n
caiguda	5	la caiguda de la casa dels Hasburg	n	cat-30-07427728-n
caiguda	6	una caiguda de 57 punts a l'índex Dow Jones	n	cat-30-05111835-n
caiguda	9	es va col·locar bé la caiguda de l'abric	n	cat-30-04931837-n
caixa	1	buscava entre tot de caixes	n	cat-30-02883344-n
caixa	2	la caixa del rellotge era de noguera	n	cat-30-04190747-n
calma	2	La calma de la nit	n	cat-30-04982478-n
camí	2	vénen cap a aquí	n	cat-30-00312691-n
camí	3	vam anar per camins separats	n	cat-30-00415676-n
camí	4	no sabia el camí per tornar a casa	n	cat-30-08679972-n
camí	5	buscava el camí cap a fora	n	cat-30-04564698-n
camp	14	el camp tenia només nou forats	n	cat-30-03119790-n
camp	2	van sorgir problemes en el terreny econòmic	n	cat-30-14514039-n
camp	3	aquest és el seu camp d'especialitat	n	cat-30-05815517-n
camp	6	els antropòlegs fan molt treball de camp	n	cat-30-08569777-n
campanya	1	l'estat va proposar iniciar una campanya contra el tabaquisme	n	cat-30-00798245-n
campanya	3	va haver-hi una tempesta forta a la campanya	n	cat-30-09393605-n
campanya	4	els alts càrrecs de l'exercit van planejar la campanya contra Irak	n	cat-30-00968155-n
campió	1	el campió va saludar a l'organitzador de la carrera	n	cat-30-09906704-n
canal	7	el vaixell es va encallar al canal	n	cat-30-09241247-n
candidat	1	ja sé a quin candidat votaré	n	cat-30-09889691-n
candidat	2	s'han presentat tres candidats per la beca	n	cat-30-09890749-n
candidatura	1	la candidatura de l'aspirant a president del govern va ser molt costosa	n	cat-30-00799537-n
candidatura	2	els companys de candidatura van felicitar al guanyador	n	cat-30-06495948-n
cant	2	el cant del vent	n	cat-30-07394588-n
cantant	1	el cantant va realitzar un pèssim concert	n	cat-30-10599806-n
canvi	10	va a França perquè necessita un canvi	n	cat-30-04752034-n
canvi	11	tenia una butxaca plena de canvi	n	cat-30-13388111-n
canvi	12	es dedica al canvi de divises	n	cat-30-01093085-n
canvi	16	li van donar canvi d'un bitllet de deu i el va fer servir per pagar el taxi	n	cat-30-13387479-n
canvi	2	l'objectiu del canvi era augmentar les ventes	n	cat-30-07296428-n
canvi	3	va atribuir el canvi d'estat a la boda	n	cat-30-13859043-n
canvi	4	el seu canvi respecte l'avortament li ha costat perdre les eleccions	n	cat-30-00191142-n
canvi	5	el seu canvi respecte l'avortament li ha costat perdre les eleccions	n	cat-30-00196084-n
canvi	8	vaig pagar amb un bitllet de vint i em vaig quedar el canvi	n	cat-30-13387689-n
cap	10	el cap de llista	n	cat-30-08664184-n
cap	12	ara és el seu propi cap	n	cat-30-10104064-n
cap	16	el cap de l'agulla	n	cat-30-03501288-n
cap	1	li va donar un cop al cap	n	cat-30-05538625-n
cap	3	va fer un nus al cap del fil	n	cat-30-08566028-n
cap	4	200 caps de bestiar	n	cat-30-01318381-n
cap	6	si vols marxar abans has d'avisar al cap	n	cat-30-10104209-n
cap	8	el cap ha contractat tres homes més per la nova feina	n	cat-30-09867956-n
capa	3	la taula estava coberta d'una capa de pols	n	cat-30-03338648-n
capa	4	hi havia una capa e neu	n	cat-30-09223725-n
capa	5	una segona capa de pintura	n	cat-30-03058107-n
capaç	3	cada cosa estava al lloc apropiat	a	cat-30-00051045-a
capacitat	2	la capacitat del metall per fondre's	n	cat-30-14530836-n
capacitat	3	treballava al límit de la seva capacitat	n	cat-30-05202497-n
capçalera	2	la capçalera de la pàgina	n	cat-30-08664184-n
capítol	5	un capítol de desastres	n	cat-30-07307172-n
cara	2	la cara de la ciutat està canviant	n	cat-30-04679419-n
cara	4	va examinar totes les cares del cristall	n	cat-30-08510666-n
cara	5	va girar la caixa per examinar la cara inferior	n	cat-30-04213626-n
cara	6	una cara de la caixa portava un cartell que deia 'cap a dalt'	n	cat-30-08566707-n
cara	8	quan va tornar a la feina hi havia moltes cares noves	n	cat-30-09618957-n
caràcter	1	l'educació té com a objectiu formar el caràcter" - Herbert Spencer	n	cat-30-04620216-n
caràcter	4	és un home de caràcter	n	cat-30-14438693-n
característica	1	el mapa mostrava les carreteres i altres característiques	n	cat-30-05849789-n
caraterística	1	les característiques que m'agraden d'ella són...	n	cat-30-04617289-n
càrrec	2	tenia el càrrec de tresorer	n	cat-30-00586262-n
càrrec	3	abans de començar el judici van llegir tots els càrrecs que s'imputaven a l'acusat	n	cat-30-06561942-n
càrrega	11	la càrrega ens va portar dues hores	n	cat-30-00713952-n
càrrega	2	la batalla va començar amb una càrrega de cavalleria	n	cat-30-00974762-n
càrrega	5	la càrrega de la responsabilitat	n	cat-30-05832745-n
càrrega	6	el sistema va fallar a causa d'una càrrega excessiva	n	cat-30-13772468-n
carrer	1	vivia al carrer Mallorca	n	cat-30-04334599-n
carrer	2	el motorista va quedar ferit al mig del carrer	n	cat-30-04335209-n
carrer	3	un nen del carrer contestava al policia	n	cat-30-14516256-n
carrera	1	va tenir una llarga carrera com a advocat	n	cat-30-00282613-n
carrera	3	es va fer una carrera a les mitges	n	cat-30-07443010-n
carrera	4	els Yankees van aconseguir tres carreres	n	cat-30-00189565-n
carrera	5	la carrera d'aquest any era més llarga que mai	n	cat-30-07458453-n
carretera	1	els nens van creuar la carretera sense por	n	cat-30-04096066-n
carrosseria	1	la carrosseria estava oxidada	n	cat-30-02861886-n
cas	2	en aquest cas, la primera possibilitat queda exclosa	n	cat-30-13943400-n
cas	3	en Perry Mason va resoldre el cas de l'hereva desapareguda	n	cat-30-06784966-n
cas	4	la és un pronom en cas acusatiu	n	cat-30-06310945-n
casa	1	van comprar una casa amb piscina per a l'estiu	n	cat-30-03544360-n
casa	3	el tercer B és casa l'Anna	n	cat-30-03259505-n
casa	7	es va comprar un cotxe de la casa Seat	n	cat-30-08060446-n
casa	8	la casa dels Borbons segueix regnant a Espanya	n	cat-30-07971449-n
causa	1	Els veïns han començat una causa contra la discoteca	n	cat-30-01181902-n
cel·luloide	1	obres de teatre en el cel·luloide	n	cat-30-06262567-n
cent	1	en van arribar centes	n	cat-30-13750415-n
centenar	1	va arribar un centenar de persones	n	cat-30-13750415-n
centre	1	van córrer cap al centre de la baralla	n	cat-30-08523483-n
centre	2	el centre de la seva argumentació no convencia	n	cat-30-05921123-n
centre	3	va convertir casa seva en el centre literari més important	n	cat-30-02993546-n
centre	4	va dibuixar un quadrat al centre de la circumferència	n	cat-30-08521816-n
centre	6	el centre de l'equip va fallar	n	cat-30-09904321-n
centre	8	per Nadal el centre comercial no tanca	n	cat-30-03748162-n
cerimònia	2	la cerimònia d'inauguració	n	cat-30-01027379-n
certesa	3	la victòria és una certesa	n	cat-30-04753455-n
cicle	2	un cicle de represàlies i respostes	n	cat-30-07342495-n
cicle	3	els cicles de cançons de Schubert	n	cat-30-08377332-n
cicle	4	un any constitueix un cicle de les estacions	n	cat-30-07341038-n
científic	1	revistes científiques	a	cat-30-02793273-a
cine	1	aquesta història seria bona per al cine	n	cat-30-06262567-n
circumstància	2	una altra circumstància a tindre en compte és el temps que es trigaria	n	cat-30-05822746-n
circumstàncies	2	una víctima de les circumstàncies	n	cat-30-14473222-n
citació	1	l'assaig dels estudiants no conté algunes cites molt importants	n	cat-30-06763681-n
ciutat	2	els casos mèdics més greus els enviaven cap a la ciutat	n	cat-30-08540903-n
ciutat	3	la ciutat de Barcelona és una atracció turística	n	cat-30-08524735-n
clar	10	un cas clar d'estafa	a	cat-30-00429909-a
clar	15	un dia clar	a	cat-30-00460735-a
clar	1	ens va donar una idea clara de la naturalesa humana	a	cat-30-00428404-a
clar	2	està clar que no és un reaccionari	a	cat-30-01618376-a
clar	3	un so clar	a	cat-30-00779374-a
clar	4	blau clar	a	cat-30-00408660-a
clar	6	una barba escalrissada	a	cat-30-00542359-a
clar	9	un riure clar como una cascada	a	cat-30-01906464-a
classe	10	té molta classe	n	cat-30-04815177-n
classe	1	l'escultura és una classe d'art	n	cat-30-05839024-n
classe	2	el flirteig está present a les classes	n	cat-30-00884466-n
classe	3	hi ha dues classes de detergents	n	cat-30-07997703-n
classe	4	les classes de primera hora del matí sempre estan mig dormides	n	cat-30-08238463-n
classe	8	no m'agrada aquesta classe de gent	n	cat-30-05845419-n
clau	2	la clau del desenvolupament econòmic és la integració	n	cat-30-05794057-n
club	1	els membres del club d'estudiants organitzen una festa	n	cat-30-08227214-n
club	2	va a dinar al club tots els diumenges	n	cat-30-03054311-n
coll	2	el coll del gerro	n	cat-30-04428763-n
col·laboració	1	treballaven en col·laboració o de forma independent	n	cat-30-01205156-n
columna	1	la columna de soldats avançava amb les baionetes preparades	n	cat-30-08430568-n
columna	5	vaig veure una columna de fum	n	cat-30-13900422-n
combat	1	hi havia combats pels carrers	n	cat-30-01170962-n
combat	3	van retransmetre el combat per televisió	n	cat-30-00446493-n
combinació	5	va oblidar la combinació de la caixa forta	n	cat-30-08373544-n
combinació	7	eren la combinació pefecta	n	cat-30-08272961-n
començament	1	el començament va ser abans del que s'esperava	n	cat-30-15265518-n
començament	3	va ser un bon començament	n	cat-30-07325190-n
comentar	1	Va comentar que la seva presentació havia durat massa	v	cat-30-01020005-v
comentari	1	de tant en tant fa un comentari a favor seu	n	cat-30-06765044-n
comentari	2	va esciure un llarg comentari de la proposta	n	cat-30-06762711-n
comentari	4	ningú va fer cap comentari	n	cat-30-05710573-n
comerç	1	comerç internacional amb Mèxic	n	cat-30-01110274-n
comiat	2	no li agradaven els comiats llargs	n	cat-30-00053097-n
companyia	1	La companyia de la llum no va donar explicacions	n	cat-30-08058098-n
companyia	2	la companyia Dagoll Dagom va començar la seva gira	n	cat-30-08187033-n
companyia	3	el comandant va fer parar a tota la companyia	n	cat-30-08214272-n
companyia	4	el malalt va demanar la seva companyia	n	cat-30-08184861-n
compàs	1	el director va establir el compàs	n	cat-30-07086518-n
component	3	la melodia y l'harmonia són dos dels components de la composició musical	n	cat-30-05868954-n
component	4	un component o constituent essencial d'un sistema	n	cat-30-03081021-n
comportament	3	En els experiments es pot estudiar el comportament de les partícules petites	n	cat-30-14008342-n
comportar-se	1	t'hauries de comportar com un adult	v	cat-30-00010435-v
composició	3	es discutia l'autoria de la composició	n	cat-30-00929718-n
composició	4	una composició harmoniosa és essencial en una obra d'art	n	cat-30-05076472-n
composició	9	va enviar la composició de la facultat	n	cat-30-03081660-n
compra	2	hem estat moltes hores amb la compra de l'equipament per al viatge	n	cat-30-00081572-n
compte	2	segons el meu compte, ja fa més de vint anys d'això	n	cat-30-00634586-n
compte	4	quan vam acabar de sopar, va demanar el compte i el va pagar	n	cat-30-06517942-n
compte	5	apunta'm la barra de pa al meu compte	n	cat-30-14491034-n
comú	2	Cultivava els vegetals comuns	a	cat-30-00489108-a
comunicat	4	la policia va fer el comunicat de l'accident	n	cat-30-07220466-n
concentració	5	per recordar tots els detalls has de mantenir la concentració	n	cat-30-05650579-n
concepció	3	desde la seva concepció el pla estava destinat al fracàs	n	cat-30-07328942-n
concepció	5	Luter tenia una nova concepció de la Bíblia	n	cat-30-05836468-n
concert	1	volien anar al concert però no hi havia entrades	n	cat-30-06892775-n
concert	2	el compositor va escriure un concert de piano	n	cat-30-07043275-n
concert	4	el nobles havien fet concerts secrets amb l'enemic	n	cat-30-07180183-n
conclusió	1	al seu treball li queda molt per a la conclusió	n	cat-30-00211110-n
conclusió	4	va saltar a la conclusió	n	cat-30-05781541-n
condició	1	condició de malestar	n	cat-30-13920835-n
condició	2	la condició humana	n	cat-30-13920429-n
condició	4	el contracte estableix les condicions de l'arrendament	n	cat-30-06770875-n
condició	7	Es va casar per sobre la seva condició	n	cat-30-13947645-n
coneixement	3	la seva intel·ligència i coneixements generals eren impressionants	n	cat-30-05675905-n
confiança	2	tinc confiança en el nostre equip	n	cat-30-07526505-n
confiança	9	em va agafar confiança	n	cat-30-13929852-n
configuració	1	la configuració del terreny	n	cat-30-05064037-n
confort	1	és un home a qui li agrada el confort	n	cat-30-14445379-n
confusió	1	l'exèrcit es va retirar en una confusió	n	cat-30-13975752-n
confusió	6	va canviar el seu nom per evitar les confusions amb aquell famós delinqüent	n	cat-30-00072473-n
conjunt	6	el conjunt que va guanyar el concurs musical era del poble	n	cat-30-08188235-n
consciència	2	no tenia consciència dels seus errors	n	cat-30-05675905-n
consciència	4	la consciència ferma d'una persona	n	cat-30-04848492-n
conscient	1	"el pas caut de qui és conscient de la seva càrrega d'alcohol" - Thomas Hardy	a	cat-30-00570590-a
conseller	1	el conseller de la Casa Reial sempre l'encerta	n	cat-30-09774266-n
conseller	2	conseller primer	n	cat-30-10320863-n
consellera	2	la consellera de governació va visitar Tarragona	n	cat-30-10320863-n
conseqüència	1	les conseqüències de la tormenta van ser desastroses	n	cat-30-11410625-n
conseqüències	1	aquest resultat no té conseqüències	n	cat-30-07294019-n
consideració	5	la consideració del problema del tràfic va durar més d'una hora	n	cat-30-07138915-n
consideració	6	no tenia cap consideració pels seus sentiments	n	cat-30-04841358-n
construcció	1	la construcció del vaixell va tardar un any sencer	n	cat-30-00911048-n
construcció	2	a l'alcalde no li va agradar com va quedar la construcció de la nova seu	n	cat-30-04341686-n
construcció	3	el sector de la construcció està en crisi	n	cat-30-01104637-n
construcció	4	la construcció que va escriure era agramatical	n	cat-30-06313651-n
consulta	3	una consulta a l'enciclopèdia ens va donar la solució al problema	n	cat-30-01264050-n
contacte	1	van dir que havien estat en contacte amb sers extraterrestres	n	cat-30-00039297-n
contacte	7	el paper tornassol es torna vermell en contacte amb l'àcid	n	cat-30-14419510-n
context	2	el context històric	n	cat-30-14512817-n
contraposició	1	l'esculptura en contraposició a la pintura	n	cat-30-05748614-n
contrari	2	pensàvem que la Sue era més gran que el Bill, perè era al contrari	n	cat-30-13858604-n
